standard_id,query,expected_tier_name,expected_factor_name,expected_scope3_category,top3_hit,first_choice_hit,hit_terms,result_tier,best_name,best_source,best_similarity,latency_sec
RB-00112,催化劑 (Catalyst) Ziegler-Natta System,Tier 2 - 國際產業,"Cyanazine (2-[[4-Chloro-6-(ethylamino)-1,3,5-triazin-2-yl]am",MAT-PET-010,False,False,,1,車用汽油-氧化觸媒 / Motor Gasoline - Oxidation Catalyst 移動燃燒 CH4/N2O 排放係數,CCA GHG Factor Table,1.0,0.14116904199999425
RB-00113,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0017170829999955117
RB-00114,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.001470250000004114
RB-00115,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0014380000000002724
RB-00116,AI 智能自動點餐機 27-inch Touch / NFC,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,False,3:29,1,容器 （無色玻璃）(Container (Flint)) CO2排放係數（公噸/公噸玻璃）,CCA GHG Factor Table,0.925,0.11661879199999703
RB-00117,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0015739169999946512
RB-00118,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0015072079999995935
RB-00119,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0014439170000031254
RB-00120,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0013792089999995483
RB-00121,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0013874160000000302
RB-00122,AI 智能自動點餐機 27-inch Touch / NFC,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,False,3:29,1,容器 （無色玻璃）(Container (Flint)) CO2排放係數（公噸/公噸玻璃）,CCA GHG Factor Table,0.925,0.110647500000006
RB-00123,AI 智能自動點餐機 27-inch Touch / NFC,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,False,3:29,1,容器 （無色玻璃）(Container (Flint)) CO2排放係數（公噸/公噸玻璃）,CCA GHG Factor Table,0.925,0.11031016599999788
RB-00124,AI 智能自動點餐機 27-inch Touch / NFC,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,False,3:29,1,容器 （無色玻璃）(Container (Flint)) CO2排放係數（公噸/公噸玻璃）,CCA GHG Factor Table,0.925,0.11039645800000386
RB-00125,AI 智能自動點餐機 27-inch Touch / NFC,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,False,3:29,1,容器 （無色玻璃）(Container (Flint)) CO2排放係數（公噸/公噸玻璃）,CCA GHG Factor Table,0.925,0.11150362499999744
RB-00126,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0015867500000013024
RB-00127,商用大型冷凍櫃 Energy Star 4.0 / R290,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),True,True,1:29 | 2:29 | 3:29,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.77,0.0014512090000025069
RB-00128,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10575674999999762
RB-00129,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10395070799999928
RB-00130,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10432237500000241
RB-00131,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.12049508300000156
RB-00132,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10359295800000012
RB-00133,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.101494332999998
RB-00134,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10222583399999507
RB-00135,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.1029917089999941
RB-00136,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.11011070800000056
RB-00137,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11522812500000157
RB-00138,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.09817862500000274
RB-00139,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.1023233339999976
RB-00140,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10540895799999817
RB-00141,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10813124999999957
RB-00142,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10288770799999725
RB-00143,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11609616700000203
RB-00144,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.108037834000001
RB-00145,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10757325000000151
RB-00146,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10535070800000312
RB-00147,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10153675000000106
RB-00148,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10018445899999762
RB-00149,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11471099999999979
RB-00150,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.09954087500000242
RB-00151,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11517808300000354
RB-00152,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.09926804200000561
RB-00153,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.1039457079999977
RB-00154,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10600445800000102
RB-00155,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10708604199999883
RB-00156,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10587870799999877
RB-00157,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10726854199999991
RB-00158,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11931945799999966
RB-00159,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11743233400000008
RB-00160,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10212145799999917
RB-00161,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10385612500000008
RB-00162,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10188470800000005
RB-00163,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10303729200000333
RB-00164,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10441404200000193
RB-00165,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10284033299999606
RB-00166,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.09952133299999844
RB-00167,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10133129100000104
RB-00168,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.1187988329999996
RB-00169,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.14034912500000019
RB-00170,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10482633299999833
RB-00171,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.1042717919999987
RB-00172,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10288983300000609
RB-00173,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11775591600000013
RB-00174,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10344262499999957
RB-00175,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10361054100000189
RB-00176,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10742545799999448
RB-00177,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11417929200000287
RB-00178,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.09918841700000058
RB-00179,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10109333399999798
RB-00180,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10350170899999966
RB-00181,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11889141700000039
RB-00182,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10101108299999595
RB-00183,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10003737499999943
RB-00184,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10102420799999834
RB-00185,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11475495799999891
RB-00186,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11796687500000047
RB-00187,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.1014141670000015
RB-00188,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11655991700000357
RB-00189,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10202629199999791
RB-00190,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.1179293329999993
RB-00191,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10093670799999899
RB-00192,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.1021925420000045
RB-00193,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10330341600000281
RB-00194,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10803687500000336
RB-00195,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.09992879099999641
