Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
RP-0050,113學年度幼兒園餐點食材採購案,113學年度幼兒園餐點食材,食品／農產,"穀粉,澱粉及澱粉製品;其他食品",公開決標採購品名,"穀粉,澱粉及澱粉製品;其他食品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度幼兒園餐點食材 / 穀粉 / 澱粉及澱粉製品 / 其他食品 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615045；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0051,113年里鄰長為民服務工作服及環保志工隊工作服、工作鞋採購案,113年里鄰長為民服務工作服及環保志工隊工作服、工作鞋,家具／紡織用品,"成衣,毛皮服裝除外",公開決標採購品名,"成衣,毛皮服裝除外",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年里鄰長為民服務工作服及環保志工隊工作服、工作鞋 / 成衣 / 毛皮服裝除外 / 民生製造 / 家具 / 紡織用品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615052；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,民生製造
RP-0052,高效率區控型變頻多聯溫控系統設備,高效率區控型變頻多聯溫控系統設備,機械／零組件,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,公開決標採購品名,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,高效率區控型變頻多聯溫控系統設備 / 氣體產生器 / 蒸餾設備 / 冷凍及空調設備 / 過濾機具 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615054；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0053,113年冷氣設備更新案,113年冷氣設備更新案,機械／零組件,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,公開決標採購品名,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年冷氣設備更新案 / 氣體產生器 / 蒸餾設備 / 冷凍及空調設備 / 過濾機具 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615055；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0054,伸仁國民小學113學年度午餐食材(不含調味品）,伸仁國民小學113學年度午餐食材(不含調味品）,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,伸仁國民小學113學年度午餐食材(不含調味品） / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615056；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0055,日新國小113學年度學校外訂午餐採購案,日新國小113學年度學校外訂午餐,食品／農產,"穀粉,澱粉及澱粉製品;其他食品",公開決標採購品名,"穀粉,澱粉及澱粉製品;其他食品",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,日新國小113學年度學校外訂午餐 / 穀粉 / 澱粉及澱粉製品 / 其他食品 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615059；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0056,第54屆全國技能競賽-冷凍空調職類水電材料類採購,第54屆全國技能競賽-冷凍空調職類水電材料類採購,機械／零組件,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,公開決標採購品名,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,第54屆全國技能競賽-冷凍空調職類水電材料類採購 / 氣體產生器 / 蒸餾設備 / 冷凍及空調設備 / 過濾機具 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615063；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0057,113學年度午餐食材供應採購,113學年度午餐食材供應採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113學年度午餐食材供應採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615064；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0058,113年度屏東縣九如鄉公所購置11噸抓斗車(11噸傾卸式框式附加吊桿或同等規格)採購,113年度屏東縣九如鄉公所購置11噸抓斗車(11噸傾卸式框式附加吊桿或同等規格)採購,車輛／運輸設備,其他運輸設備及其零件,公開決標採購品名,其他運輸設備及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度屏東縣九如鄉公所購置11噸抓斗車(11噸傾卸式框式附加吊桿或同等規格)採購 / 其他運輸設備及其零件 / 運輸設備 / 車輛 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615066；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,運輸設備
RP-0059,112學年度偏遠地區學校及非山非市學校整合性計畫第2期資本門設備採購案,112學年度偏遠地區學校及非山非市學校整合性計畫第2期資本門設備,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,112學年度偏遠地區學校及非山非市學校整合性計畫第2期資本門設備 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615072；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0060,筆記型電腦45台採購案,筆記型電腦45台,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,筆記型電腦45台 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615075；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0061,冷凝水泵及備品,冷凝水泵及備品,電力設備／電材,電力傳輸、控制設備及其零件,公開決標採購品名,電力傳輸、控制設備及其零件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,冷凝水泵及備品 / 電力傳輸、控制設備及其零件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615082；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0062,第54屆全國技能競賽-冷凍空調職類冷凍材料類採購,第54屆全國技能競賽-冷凍空調職類冷凍材料類採購,機械／零組件,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,公開決標採購品名,氣體產生器;蒸餾設備;冷凍及空調設備;過濾機具,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,第54屆全國技能競賽-冷凍空調職類冷凍材料類採購 / 氣體產生器 / 蒸餾設備 / 冷凍及空調設備 / 過濾機具 / 機械設備 / 機械 / 零組件 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615085；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,機械設備
RP-0063,雲林縣消防局113年度虎尾第二分隊救災用通訊設備建置採購案,雲林縣消防局113年度虎尾第二分隊救災用通訊設備建置,通訊／電子設備,"收音機、電視,通訊器材及儀器",公開決標採購品名,"收音機、電視,通訊器材及儀器",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,雲林縣消防局113年度虎尾第二分隊救災用通訊設備建置 / 收音機、電視 / 通訊器材及儀器 / 電子通訊 / 通訊 / 電子設備 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615095；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電子通訊
RP-0064,下顎骨骨釘(或同等品)等5項,下顎骨骨釘(或同等品)等5項,醫療用品／藥品,醫藥產品,公開決標採購品名,醫藥產品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,下顎骨骨釘(或同等品)等5項 / 醫藥產品 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615101；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0065,新北市三重區五華國民小學樂活運動站設備採購案,新北市三重區五華國民小學樂活運動站設備,其他財物,運動商品,公開決標採購品名,運動商品,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,新北市三重區五華國民小學樂活運動站設備 / 運動商品 / 其他產業 / 其他財物 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615105；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,其他產業
RP-0066,113年度雲維L2變壓器檢修工作試驗電力機器特性試驗綜合試驗台,113年度雲維L2變壓器檢修工作試驗電力機器特性試驗綜合試驗台,電力設備／電材,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開決標採購品名,做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,113年度雲維L2變壓器檢修工作試驗電力機器特性試驗綜合試驗台 / 做為測量、檢查、航行及其他目的用之儀器和裝置 / 除光學儀器 / 工業程序控制設備 / 上述各項之零件及附件 / 電機電控 / 電力設備 / 電材 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615111；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,電機電控
RP-0067,加護病房用電動病床,加護病房用電動病床,醫療用品／藥品,"醫療,外科及矯形設備",公開決標採購品名,"醫療,外科及矯形設備",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,加護病房用電動病床 / 醫療 / 外科及矯形設備 / 醫療生技 / 醫療用品 / 藥品 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615119；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,醫療生技
RP-0068,嘉義縣民雄鄉及竹崎鄉國民中小學113學年度學校午餐暨幼兒園點心食材聯合採購,嘉義縣民雄鄉及竹崎鄉國民中小學113學年度學校午餐暨幼兒園點心食材聯合採購,食品／農產,"肉類,魚,果實,蔬菜,及油脂",公開決標採購品名,"肉類,魚,果實,蔬菜,及油脂",採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,嘉義縣民雄鄉及竹崎鄉國民中小學113學年度學校午餐暨幼兒園點心食材聯合採購 / 肉類 / 魚 / 果實 / 蔬菜 / 及油脂 / 食品農產 / 食品 / 農產 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615124；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,食品農產
RP-0069,心臟超音波影像報告系統,心臟超音波影像報告系統,資訊設備／軟體,計算機及其零件與配件,公開決標採購品名,計算機及其零件與配件,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,心臟超音波影像報告系統 / 計算機及其零件與配件 / 資訊電子 / 資訊設備 / 軟體 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615127；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,資訊電子
RP-0070,反恐訓練中心南側警衛室車阻採購案,反恐訓練中心南側警衛室車阻,建材／工程物料,建築預製結構,公開決標採購品名,建築預製結構,採購名稱／官方財物次分類／產業分類／Scope 3候選,,範疇3 類別1,反恐訓練中心南側警衛室車阻 / 建築預製結構 / 工程建材 / 建材 / 工程物料 / 範疇3 類別1,公開資料候選，需人工覆核,來源紀錄ID=BDM-1-70615134；真實公開決標紀錄；標準品名、產業與Scope 3為規則式候選，需人工覆核,工程建材
