Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
PI-0082,深溝滾珠軸承 pcs,深溝滾珠軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0083,深溝滾珠軸承 常用規格,深溝滾珠軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0084,深溝滾珠軸承-採購,深溝滾珠軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0085,直線軸承,直線軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0086,直線軸承 pcs,直線軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0087,直線軸承 常用規格,直線軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0088,直線軸承-採購,直線軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0089,滾針軸承,滾針軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0090,滾針軸承 pcs,滾針軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0091,滾針軸承 常用規格,滾針軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0092,滾針軸承-採購,滾針軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0093,圓錐滾子軸承,圓錐滾子軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0094,圓錐滾子軸承 pcs,圓錐滾子軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0095,圓錐滾子軸承 常用規格,圓錐滾子軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0096,圓錐滾子軸承-採購,圓錐滾子軸承,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0097,同步皮帶,同步皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0098,同步皮帶 pcs,同步皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0099,同步皮帶 常用規格,同步皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0100,同步皮帶-採購,同步皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0101,V型皮帶,V型皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0102,V型皮帶 pcs,V型皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0103,V型皮帶 常用規格,V型皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0104,V型皮帶-採購,V型皮帶,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0105,滾子鏈條,滾子鏈條,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0106,滾子鏈條 pcs,滾子鏈條,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0107,滾子鏈條 常用規格,滾子鏈條,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0108,滾子鏈條-採購,滾子鏈條,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0109,鏈輪,鏈輪,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0110,鏈輪 pcs,鏈輪,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0111,鏈輪 常用規格,鏈輪,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0112,鏈輪-採購,鏈輪,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0113,聯軸器,聯軸器,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0114,聯軸器 pcs,聯軸器,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0115,聯軸器 常用規格,聯軸器,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0116,聯軸器-採購,聯軸器,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0117,線性滑軌,線性滑軌,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0118,線性滑軌 pcs,線性滑軌,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0119,線性滑軌 常用規格,線性滑軌,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0120,線性滑軌-採購,線性滑軌,軸承傳動,軸承/皮帶/鏈條,零組件,鋼/橡膠/工程塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0121,標準氣缸,標準氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0122,標準氣缸 pcs,標準氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0123,標準氣缸 常用規格,標準氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0124,標準氣缸-採購,標準氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0125,薄型氣缸,薄型氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0126,薄型氣缸 pcs,薄型氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0127,薄型氣缸 常用規格,薄型氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0128,薄型氣缸-採購,薄型氣缸,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0129,電磁閥,電磁閥,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0130,電磁閥 pcs,電磁閥,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0131,電磁閥 常用規格,電磁閥,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
PI-0132,電磁閥-採購,電磁閥,氣油壓元件,氣缸/閥/接頭,零組件,鋼/鋁/塑膠,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,machinery components,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/自動化
